as_of_date,file_path,route_path,cohort,page_kind,doc_type_primary,accuracy_2026_status,accuracy_2026_confidence,accuracy_2026_score,clarity_score,verifiability_score,docs_framework_fit_score,rfp_page_compliance_score,completeness_score,actionability_score,audience_fit_score,machine_readability_score,maintenance_quality_score,human_usefulness_score,agent_usefulness_score,human_band,agent_band,claims_extracted_count,verification_sources_count,source_types_used,source_freshness_oldest_date,source_freshness_latest_date,flags_human,verification_notes
2026-02-23,v2/about/livepeer-network/actors.mdx,/v2/about/livepeer-network/actors,public,content_explanation,explanation,stale_risk,0.15,1,4.2,0.2,3.5,3.7,5,1.2,3.5,4.4,1.2,57,52,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; legacy v2 pages link; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23.
